x0_index,method,n_reps,n_unlab_clusters,coverage,coverage_cluster_se,coverage_cluster_sd,bias,abs_bias,rmse,se_mean,width,emp_sd,theta0_mean,theta_hat_mean,lambda_factor_mean,h_factor_mean,R_MB_mean,R_GH_mean,bias_score_mean,bias_budget_mean,fallback_rate,sigma2_Y_mean,sigma2_Y_minus_f_mean,sigma2_f_mean,tuning_seconds_mean_per_unlab_draw,estimation_seconds_mean,amortized_procedure_seconds_mean,nw_corr_mean,nw_relative_difference_mean,negative_weight_fraction_mean,M_lambda_over_eigmax_mean,width_ratio_vs_GH_P1_c300,rmse_ratio_vs_GH_P1_c300
20,LO_GH_P1_c300w,1000,50,0.943,0.0071442855714571,0.0505177277431054,0.009333476852598,0.009333476852598,0.0599949488820544,0.0588165493090384,0.2305608732914305,0.0592941472415233,0.540764296067903,0.5500977729205012,,,2262.9019615056227,56.56020108985207,56.56020108985207,300.0,,0.0695418378361967,,,21.735768883060665,0.0060001411680132,1.0927885853210466,0.9911343492240272,0.0395978958850175,3.4e-05,2.60235103440887,1.5311908593462125,1.5053014192823118
20,PPI_global,1000,50,0.35,0.0191129830860852,0.1351491994887464,0.0909442683667604,0.0909442683667604,0.0987545910681856,0.0388262895024119,0.1521990548494547,0.0385109387146029,0.540764296067903,0.6317085644346637,,,,,,,,,,,0.0,8.237444888800383e-05,8.237444888800383e-05,,,,,1.0107777536566076,2.477799029178764
21,GH_P1_c300,1000,50,0.954,0.0066761836831702,0.0472077475481665,0.0079590399065331,0.0079590399065331,0.0392673688761081,0.0380753874351624,0.1492555187458366,0.0384715479571693,0.565220652921684,0.5731796928282172,680.7896146244386,1.0,4078.1775410351697,59.54711441053762,59.54711441053762,300.0,0.0,0.0676317356212756,0.0266905082719181,0.0421683575442645,21.60466162333265,0.0060769640998914,1.086310045266524,0.985754539993801,0.0379646693424204,3.6e-05,2.0537424218938924,1.0,1.0
21,LO_GH_P1_c300w,1000,50,0.936,0.0074285714285714,0.0525279323167149,0.0064135089517529,0.0064135089517529,0.0610565786770251,0.0592557792010485,0.2322826544681104,0.0607491824293576,0.565220652921684,0.5716341618734371,,,4078.1775410351697,59.54711441053762,59.54711441053762,300.0,,0.0676328174583208,,,21.60466162333265,0.0059954935209825,1.086228574687615,0.985754539993801,0.0379646693424204,3.6e-05,2.0537424218938924,1.5562751476121863,1.5548935521925036
21,PPI_global,1000,50,0.632,0.023332555866542,0.1649860847564585,0.0630516288824214,0.0630516288824214,0.0740994078021829,0.0388220275217654,0.1521823478853204,0.0389452315819354,0.565220652921684,0.6282722818041055,,,,,,,,,,,0.0,8.240259066224098e-05,8.240259066224098e-05,,,,,1.0196095203988254,1.887047946501658
22,GH_P1_c300,1000,50,0.95,0.0071428571428571,0.0505076272276105,-0.0010183352918732,0.0010183352918732,0.0363468594353375,0.0360446958401992,0.141295207693581,0.0363507711418633,0.4997934639429802,0.4987751286511067,499.50156584474223,1.0,1650.4416359617278,40.64153296395119,40.64153296395119,300.0,0.0,0.1013017517809762,0.042385932503701,0.0603998897800977,21.80209452673793,0.0060670991772785,1.096171825514175,0.9952770381436132,0.0342112544229345,2.6e-05,2.1128201919008696,1.0,1.0
22,LO_GH_P1_c300w,1000,50,0.935,0.0077261813045656,0.0546323519313512,-0.0028252626002805,0.0028252626002805,0.0560697395999056,0.0545917912370739,0.2139998216493299,0.0560265344511267,0.4997934639429802,0.4969682013426993,,,1650.4416359617278,40.64153296395119,40.64153296395119,300.0,,0.1012705452088758,,,21.80209452673793,0.0059847029726952,1.0960894293095915,0.9952770381436132,0.0342112544229345,2.6e-05,2.1128201919008696,1.5145582439952192,1.542629555096936
22,PPI_global,1000,50,0.084,0.0101458748026084,0.0717421687399412,0.1280560266480258,0.1280560266480258,0.1337480660928925,0.0389474008031751,0.1526738111484464,0.0386224146529248,0.4997934639429802,0.6278494905910057,,,,,,,,,,,0.0,8.237153850495816e-05,8.237153850495816e-05,,,,,1.080530710422547,3.679769536370407
23,GH_P1_c300,1000,50,0.942,0.008,0.0565685424949238,-0.0020734745498474,0.0020734745498474,0.0366257124035874,0.0358744505409629,0.1406278461205749,0.0365852701829,0.4977241937906626,0.4956507192408154,2333.5061382578324,1.0,1779.368247471114,162.2870583527733,162.2870583527733,300.0,0.0,0.0095838380003901,0.0040308220237341,0.00588440542952,21.778111872002484,0.0060781064340844,1.0949837000342086,0.9994963045483094,0.0104604475064782,3.800000000000001e-05,9.544286295346096,1.0,1.0
23,LO_GH_P1_c300w,1000,50,0.937,0.0077997906826963,0.0551528488357027,-0.0026692503511416,0.0026692503511416,0.0551587373912629,0.0542195468939419,0.2125406238242525,0.0551216818772269,0.4977241937906626,0.4950549434395211,,,1779.368247471114,162.2870583527733,162.2870583527733,300.0,,0.0095830446655559,,,21.778111872002484,0.0059966101767495,1.0949022037768736,0.9994963045483094,0.0104604475064782,3.800000000000001e-05,9.544286295346096,1.5113694029134124,1.5060113174989105
23,PPI_global,1000,50,0.074,0.0102260172389561,0.0723088613419643,0.1305771583504807,0.1305771583504807,0.1361761171098133,0.0389770378876293,0.1527899885195072,0.0386656905258774,0.4977241937906626,0.6283013521411436,,,,,,,,,,,0.0,8.285313472151757e-05,8.285313472151757e-05,,,,,1.0864845955793452,3.718046917675108
24,GH_P1_c300,1000,50,0.957,0.0075606392127995,0.0534617925747549,1.2397718120268908e-05,1.2397718120268908e-05,0.0358016475232133,0.0367138746496947,0.1439183886268035,0.0358195596361195,0.5515687784603776,0.5515811761784978,542.2237293109654,1.0,4663.3477661258285,51.70163072843973,51.70163072843973,300.0,0.0,0.0813959567802384,0.0322296254437979,0.0500368283818666,21.60808581672609,0.0060759796518832,1.0864802704881875,0.9770463038086616,0.044818699302944,3.0000000000000004e-05,1.574881004628068,1.0,1.0
24,LO_GH_P1_c300w,1000,50,0.948,0.007948815853282,0.0562066159225885,0.0020107199633639,0.0020107199633639,0.0566127226763701,0.0571647883604608,0.2240859703730065,0.0566053136692671,0.5515687784603776,0.5535794984237415,,,4663.3477661258285,51.70163072843973,51.70163072843973,300.0,,0.0814232105048581,,,21.60808581672609,0.005990408251062,1.0863946990873663,0.9770463038086616,0.044818699302944,3.0000000000000004e-05,1.574881004628068,1.5570350148519698,1.5812881974122297
24,PPI_global,1000,50,0.496,0.0217987080688142,0.1541401429656446,0.0769713001255067,0.0769713001255067,0.0855010196321926,0.0389308039620657,0.1526087515312977,0.0372455439707817,0.5515687784603776,0.6285400785858845,,,,,,,,,,,0.0,8.230484742671252e-05,8.230484742671252e-05,,,,,1.0603839647414988,2.3881867329360964
25,GH_P1_c300,1000,50,0.955,0.0070348984298543,0.0497442438470861,-0.0020046611463179,0.0020046611463179,0.0355669016571338,0.036236941353061,0.1420488101039995,0.0355281307593282,0.5098905198501444,0.5078858587038264,573.0824095289316,1.0,2055.9108053131163,47.63255913643855,47.63255913643855,300.0,0.0,0.0811447423880943,0.0337258825180021,0.0475478922314029,21.7619751037471,0.0060642462242394,1.0941630014115946,0.9931547883118372,0.0373602711229126,2.6e-05,2.222550522866308,1.0,1.0
25,LO_GH_P1_c300w,1000,50,0.947,0.0076144331264208,0.0538421729858364,0.000376779574637,0.000376779574637,0.0544082869222832,0.0551175849922472,0.216060933169609,0.054434206210575,0.5098905198501444,0.5102672994247813,,,2055.9108053131163,47.63255913643855,47.63255913643855,300.0,,0.0811696558161425,,,21.7619751037471,0.0059797413274645,1.0940784965148196,0.9931547883118372,0.0373602711229126,2.6e-05,2.222550522866308,1.5210330379495776,1.529744914155889
25,PPI_global,1000,50,0.115,0.0136464094103877,0.0964946863293306,0.1186082443849219,0.1186082443849219,0.1242979611122405,0.0389206621333011,0.1525689955625403,0.0371947704864303,0.5098905198501444,0.6284987642350663,,,,,,,,,,,0.0,8.262342121452093e-05,8.262342121452093e-05,,,,,1.0740603560905482,3.494764944961388
26,GH_P1_c300,1000,50,0.954,0.0074010479125649,0.052333311668612,-0.000631053091671,0.000631053091671,0.0357851782199438,0.0362947567735809,0.1422754465524374,0.0357975168753794,0.5342343046372839,0.5336032515456129,1537.884296060313,1.0,3318.2810141440523,114.90463099112432,114.90463099112432,300.0,0.0,0.0179977275173124,0.0072510786871049,0.0108426520480036,21.648150495253503,0.0060944710625335,1.088501995825209,0.996650936387808,0.0203302199373523,3.2e-05,4.957422060086823,1.0,1.0
26,LO_GH_P1_c300w,1000,50,0.952,0.0060541771715477,0.0428094973250619,0.0011130974136701,0.0011130974136701,0.0546256170293477,0.0560091677472918,0.219555937569384,0.0546416027834047,0.5342343046372839,0.5353474020509541,,,3318.2810141440523,114.90463099112432,114.90463099112432,300.0,,0.0180037767217246,,,21.648150495253503,0.0060096191531047,1.08841714391578,0.996650936387808,0.0203302199373523,3.2e-05,4.957422060086823,1.5431751780758878,1.526487214723545
26,PPI_global,1000,50,0.285,0.020012751037317,0.1415115196868496,0.0963931112152566,0.0963931112152566,0.1033499557157831,0.0388333400778992,0.152226693105365,0.0372957427748346,0.5342343046372839,0.6306274158525405,,,,,,,,,,,0.0,8.115968387573958e-05,8.115968387573958e-05,,,,,1.069943527109296,2.8880659774997035
27,GH_P1_c300,1000,50,0.946,0.0069751746375621,0.0493219328618059,-0.0027201136453789,0.0027201136453789,0.0361650264115604,0.0357818785083288,0.140264963752649,0.036080630940078,0.4706474731241102,0.4679273594787313,4869.675251658629,1.0,1017.1327298003048,289.61791878877114,289.61791878877114,300.0,0.0,0.0023706234932301,0.0010027473886926,0.0013502514437338,21.85539428636432,0.006088250407949,1.098857964726165,0.9999819953236868,0.003303017902056,2.8e-05,23.00508838645451,1.0,1.0
27,LO_GH_P1_c300w,1000,50,0.951,0.0059744353332361,0.0422456373789178,-0.0032265921528884,0.0032265921528884,0.0525361286452471,0.0540056512182348,0.2117021527754806,0.0524631899755561,0.4706474731241102,0.4674208809712217,,,1017.1327298003048,289.61791878877114,289.61791878877114,300.0,,0.0023696069886555,,,21.85539428636432,0.0060067911893129,1.0987765055075287,0.9999819953236868,0.003303017902056,2.8e-05,23.00508838645451,1.5093017323186133,1.4526777347645907
27,PPI_global,1000,50,0.01,0.0034992710611188,0.0247435829652696,0.1600175329653828,0.1600175329653828,0.1642514930843785,0.0387378265093898,0.1518522799168081,0.0370717741760603,0.4706474731241102,0.630665006089493,,,,,,,,,,,0.0,8.069756161421537e-05,8.069756161421537e-05,,,,,1.082610196118489,4.541721917058363
28,GH_P1_c300,1000,50,0.939,0.0078623359461811,0.0555951106351144,-0.0006072336257876,0.0006072336257876,0.0377211323205861,0.0371383710125613,0.1455824143692404,0.03773511666738,0.4933590672455893,0.4927518336198015,4856.621047311173,1.0,1180.2568238486524,296.7118417602538,296.7118417602538,300.0,0.0,0.0024726960171358,0.0010542813900629,0.0014159560576731,21.864797399770467,0.0060917172459885,1.0993315872345115,0.999961302604266,0.0042441296544434,3.2e-05,21.94805528167717,1.0,1.0
28,LO_GH_P1_c300w,1000,50,0.95,0.0067005939426048,0.0473803541479342,-0.0022372493113294,0.0022372493113294,0.0556494699267423,0.0557916811350551,0.2187033900494161,0.055632303312178,0.4933590672455893,0.4911218179342597,,,1180.2568238486524,296.7118417602538,296.7118417602538,300.0,,0.0024713613132551,,,21.864797399770467,0.0060108712241053,1.099250741212629,0.999961302604266,0.0042441296544434,3.2e-05,21.94805528167717,1.5022651671012894,1.4752863051349052
28,PPI_global,1000,50,0.034,0.0062986879100138,0.0445384493374854,0.1387095222273407,0.1387095222273407,0.1436273293118933,0.0387842697416047,0.1520343373870904,0.0372809339578112,0.4933590672455893,0.63206858947293,,,,,,,,,,,0.0,8.104080334305763e-05,8.104080334305763e-05,,,,,1.0443180108380814,3.807609169608871
29,GH_P1_c300,1000,50,0.952,0.0063823736867681,0.0451301971398037,0.0021020863686468,0.0021020863686468,0.0361283812082003,0.0363929041755637,0.1426601843682097,0.0360852228055851,0.5490714179159467,0.5511735042845938,527.3510248718122,1.0,4598.321718067257,50.5752356438328,50.5752356438328,300.0,0.0,0.083521907924236,0.0328949003812947,0.0516569530418462,21.67770125452429,0.0060928415646776,1.089977904290892,0.9788874570266656,0.0438556409415401,3.0000000000000004e-05,1.5370572859615876,1.0,1.0
29,LO_GH_P1_c300w,1000,50,0.946,0.0062007241183459,0.0438457407234937,-0.0014657061345221,0.0014657061345221,0.0561348906910386,0.0567100950176729,0.2223035724692778,0.0561438312569626,0.5490714179159467,0.5476057117814246,,,4598.321718067257,50.5752356438328,50.5752356438328,300.0,,0.0835143295030108,,,21.67770125452429,0.0060122633669525,1.089897326093167,0.9788874570266656,0.0438556409415401,3.0000000000000004e-05,1.5370572859615876,1.55827341352305,1.5537615806128973
29,PPI_global,1000,50,0.429,0.0204585195067522,0.1446635787626179,0.0837793934811576,0.0837793934811576,0.0917934789356743,0.0388314627313291,0.1522193339068104,0.0375295146186432,0.5490714179159467,0.6328508113971045,,,,,,,,,,,0.0,8.142584469169379e-05,8.142584469169379e-05,,,,,1.0670064291654655,2.540758148190688
30,GH_P1_c300,1000,50,0.942,0.0071941018925795,0.0508699823278995,0.0005263420839651,0.0005263420839651,0.035995864507522,0.0360383807926594,0.1412704527072248,0.0360100256540054,0.5238804647326881,0.5244068068166533,687.4004742772544,1.0,2827.126500652623,57.75865639622838,57.75865639622838,300.0,0.0,0.0606291560273285,0.0245172634212973,0.0364622841085478,21.74418386362493,0.0060972243454307,1.0933064175266771,0.9927870954664886,0.0333446005245893,1.8e-05,2.353910123275277,1.0,1.0
30,LO_GH_P1_c300w,1000,50,0.951,0.0066224725637138,0.0468279525802393,-0.0009310340824969,0.0009310340824969,0.0543849507437345,0.05545532193877,0.2173848619999787,0.0544041897172861,0.5238804647326881,0.5229494306501912,,,2827.126500652623,57.75865639622838,57.75865639622838,300.0,,0.0606241927884969,,,21.74418386362493,0.0060155684622004,1.093224761643447,0.9927870954664886,0.0333446005245893,1.8e-05,2.353910123275277,1.538785059679088,1.510866636704053
30,PPI_global,1000,50,0.185,0.0150678736498064,0.1065459563584021,0.1085621511688763,0.1085621511688763,0.1149385035005815,0.0388465801998271,0.1522785943833222,0.0377696368264938,0.5238804647326881,0.6324426159015645,,,,,,,,,,,0.0,8.132233750075103e-05,8.132233750075103e-05,,,,,1.0779224633682682,3.193103015391197
31,GH_P1_c300,1000,50,0.942,0.0077406955337966,0.05473498303048,0.0017631241940037,0.0017631241940037,0.0384410227991098,0.0382033873398629,0.1497572783722629,0.03841978275088,0.5118836534689175,0.5136467776629215,4216.965034285823,1.0,1313.9953735258862,275.0707540674257,275.0707540674257,300.0,0.0,0.0031452610026919,0.0013378468487041,0.0017948516971988,21.90345813477412,0.0060832443451508,1.1012561510838568,0.9999056371371068,0.0054805206948614,3.4e-05,19.211014431199235,1.0,1.0
31,LO_GH_P1_c300w,1000,50,0.951,0.0072125174636367,0.0510002000796395,0.00098642081137,0.00098642081137,0.0566987488953799,0.0574864785087704,0.22534699575438,0.0567185339406495,0.5118836534689175,0.5128700742802877,,,1313.9953735258862,275.0707540674257,275.0707540674257,300.0,,0.0031439500930578,,,21.90345813477412,0.0060016877623274,1.1011745945010334,0.9999056371371068,0.0054805206948614,3.4e-05,19.211014431199235,1.504748204586211,1.4749542225159755
31,PPI_global,1000,50,0.1,0.0106904496764969,0.0755928946018454,0.1204663561359192,0.1204663561359192,0.1263548938039921,0.0388908420643421,0.1524521008922213,0.0381427725611373,0.5118836534689175,0.6323500096048369,,,,,,,,,,,0.0,8.093980513513088e-05,8.093980513513088e-05,,,,,1.0179946013258847,3.286980538065136
32,GH_P1_c300,1000,50,0.946,0.0081865993039396,0.057887998826728,0.0029965720462147,0.0029965720462147,0.0368659126542467,0.0364498531973986,0.1428834245338028,0.0367623113982477,0.5365754960126008,0.5395720680588153,566.5229278274662,1.0,3400.909168344611,51.16238604125617,51.16238604125617,300.0,0.0,0.0788152058498839,0.0316884844512613,0.0473464412730764,21.799357404429465,0.0061042618537321,1.0960721320752054,0.9833242290896336,0.0450403503432127,4.000000000000001e-05,1.8212573860617816,1.0,1.0
32,LO_GH_P1_c300w,1000,50,0.954,0.0063631592718057,0.0449943307086389,0.0027381686892227,0.0027381686892227,0.0549298990440261,0.0563052284325876,0.2207164954557436,0.0548890612988282,0.5365754960126008,0.5393136647018233,,,3400.909168344611,51.16238604125617,51.16238604125617,300.0,,0.0788235370137265,,,21.799357404429465,0.0060229906365275,1.095990860858001,0.9833242290896336,0.0450403503432127,4.000000000000001e-05,1.8212573860617816,1.5447312812937752,1.489991569154833
32,PPI_global,1000,50,0.312,0.0188203103489993,0.1330796907181282,0.0956648942149658,0.0956648942149658,0.1031794712612456,0.0388535114314267,0.1523057648111929,0.0386746303359349,0.5365754960126008,0.6322403902275664,,,,,,,,,,,0.0,8.269625250250101e-05,8.269625250250101e-05,,,,,1.0659442500635266,2.7987770770503357
33,GH_P1_c300,1000,50,0.944,0.0070912420834233,0.0501426536422406,-0.0016566391549757,0.0016566391549757,0.0361953722680825,0.0357484112385,0.1401337720549201,0.0361755330233682,0.4715080622625117,0.4698514231075361,4869.675251658629,1.0,991.088051214997,284.79898732330594,284.79898732330594,300.0,0.0,0.0024788590786523,0.0010298398771628,0.0014196696783956,21.94284357436001,0.0060821357918903,1.103224314509891,0.9999800006934966,0.003527705534545,2.2e-05,22.93686596078268,1.0,1.0
33,LO_GH_P1_c300w,1000,50,0.933,0.0087609989179782,0.0619496174487043,-0.0014968929452231,0.0014968929452231,0.0532197254907335,0.0543133342916644,0.2129082704233248,0.0532252893298272,0.4715080622625117,0.4700111693172886,,,991.088051214997,284.79898732330594,284.79898732330594,300.0,,0.0024780027565641,,,21.94284357436001,0.0060024062478914,1.103144584965892,0.9999800006934966,0.003527705534545,2.2e-05,22.93686596078268,1.519321626052308,1.4703461286862698
33,PPI_global,1000,50,0.008,0.0033073819722257,0.0233867222053498,0.1586926791655432,0.1586926791655432,0.1632772572325582,0.0387382772739328,0.1518540469138167,0.0384392232300742,0.4715080622625117,0.6302007414280552,,,,,,,,,,,0.0,8.122911397367715e-05,8.122911397367715e-05,,,,,1.0836363332480856,4.510998147034886
34,GH_P1_c300,1000,50,0.944,0.0079076300017703,0.0559153879736597,0.0070997481708324,0.0070997481708324,0.0380922028835708,0.0372780567884337,0.1461299826106604,0.0374434441249977,0.5435324474308562,0.5506321956016886,368.2275265115973,1.0,3365.9393355921816,38.17602547542134,38.17602547542134,300.0,0.0,0.1390822145548958,0.0554878537985122,0.0834017272856821,21.68428286563605,0.0060959211653098,1.0903100644471122,0.9704174142998784,0.0604314250877907,3.4e-05,1.1911662855898366,1.0,1.0
34,LO_GH_P1_c300w,1000,50,0.949,0.0064665544558607,0.045725445066512,0.0093808672177276,0.0093808672177276,0.0583814870614576,0.0577860433991381,0.2265212901246215,0.057651722288526,0.5435324474308562,0.5529133146485837,,,3365.9393355921816,38.17602547542134,38.17602547542134,300.0,,0.1390966130678928,,,21.68428286563605,0.006012821836397,1.0902269651181995,0.9704174142998784,0.0604314250877907,3.4e-05,1.1911662855898366,1.5501356126767674,1.5326361470850374
34,PPI_global,1000,50,0.398,0.0191641672431245,0.1355111261340649,0.0861203399039313,0.0861203399039313,0.0944397338223066,0.0387337140782709,0.151836159186822,0.0387769781351353,0.5435324474308562,0.6296527873347875,,,,,,,,,,,0.0,8.08884147554636e-05,8.08884147554636e-05,,,,,1.039048636523586,2.479240544606005
35,GH_P1_c300,1000,50,0.949,0.0070696245895192,0.0499897948769219,-0.0027703092491579,0.0027703092491579,0.0358903326101484,0.0355826181862068,0.1394838632899307,0.0358011603808554,0.5151712281519912,0.5124009189028333,1575.6616034836857,1.0,2645.2994571070503,115.63995754772836,115.63995754772836,300.0,0.0,0.0214252218773886,0.0087355018434347,0.0137633362497418,21.78446798639372,0.0060831092819571,1.0953065086016431,0.9988710542551732,0.0132144238330226,4.000000000000001e-05,5.495533251949321,1.0,1.0
35,LO_GH_P1_c300w,1000,50,0.936,0.0084563706211135,0.0597955701041609,-0.0025826944425004,0.0025826944425004,0.0551803310284209,0.0546495987378896,0.2142264270525274,0.0551474374897371,0.5151712281519912,0.5125885337094909,,,2645.2994571070503,115.63995754772836,115.63995754772836,300.0,,0.0214272465350215,,,21.78446798639372,0.0060014238730072,1.095224823192693,0.9988710542551732,0.0132144238330226,4.000000000000001e-05,5.495533251949321,1.53585097228944,1.5374705948759555
35,PPI_global,1000,50,0.149,0.0135141649043225,0.0955595764591975,0.1142960683178871,0.1142960683178871,0.1206007210228474,0.0386633528810841,0.1515603432938497,0.038502274003063,0.5151712281519912,0.6294672964698784,,,,,,,,,,,0.0,8.222923707216979e-05,8.222923707216979e-05,,,,,1.086579764275792,3.360256432640189
36,GH_P1_c300,1000,50,0.955,0.0064285714285714,0.0454568645048494,0.002941177860593,0.002941177860593,0.0390027204015394,0.0401096647773209,0.1572298859270982,0.038911126265636,0.6127330673110177,0.6156742451716108,4216.965034285823,1.0,3884.455287563128,278.3809354347329,278.3809354347329,300.0,0.0,0.004372356782845,0.0015846606518743,0.0028099051370992,21.6174011108838,0.0060863234195858,1.086956378963776,0.998841036570596,0.0119192434614384,4.6000000000000014e-05,12.54081648301473,1.0,1.0
36,LO_GH_P1_c300w,1000,50,0.951,0.006774803257931,0.0479050932488777,0.0027879368859346,0.0027879368859346,0.0644456702774569,0.0649780282149001,0.2547138706024087,0.0644175554245705,0.6127330673110177,0.6155210041969525,,,3884.455287563128,278.3809354347329,278.3809354347329,300.0,,0.0043712861090457,,,21.6174011108838,0.0060044001406058,1.086874455684796,0.998841036570596,0.0119192434614384,4.6000000000000014e-05,12.54081648301473,1.6200092565131683,1.6523378270535547
36,PPI_global,1000,50,0.942,0.0083739147941444,0.0592125193601791,0.0162688042951758,0.0162688042951758,0.0412536245489471,0.038621965738185,0.1513981056936852,0.0379292258212867,0.6127330673110177,0.6290018716061938,,,,,,,,,,,0.0,8.08729464188218e-05,8.08729464188218e-05,,,,,0.9629092128444529,1.0577114653602189
37,GH_P1_c300,1000,50,0.948,0.0069927075717259,0.0494459094282193,-0.0028630586901794,0.0028630586901794,0.0346037731423744,0.0355988665323117,0.1395475568066621,0.0345023828894549,0.4670671614320661,0.4642041027418867,4869.675251658629,1.0,1002.6943217513112,285.3252569214936,285.3252569214936,300.0,0.0,0.0024186760932157,0.0010176381866835,0.0013801677154822,21.99344561541453,0.0061011867839843,1.1057734675547108,0.9999784610416688,0.0036913992409256,3.6e-05,22.83473645428849,1.0,1.0
37,LO_GH_P1_c300w,1000,50,0.934,0.0077512342664288,0.0548095031235739,-0.0029753311151651,0.0029753311151651,0.0532285536799421,0.053795124551748,0.2108768882428522,0.0531719247836563,0.4670671614320661,0.464091830316901,,,1002.6943217513112,285.3252569214936,285.3252569214936,300.0,,0.0024178667999028,,,21.99344561541453,0.0060176058551296,1.105689886625856,0.9999784610416688,0.0036913992409256,3.6e-05,22.83473645428849,1.51114711764545,1.5382297606950996
37,PPI_global,1000,50,0.007,0.0024784787961282,0.0175254916376932,0.162098295306167,0.162098295306167,0.1663037467614028,0.0386896512537479,0.1516634329146919,0.0371814645626351,0.4670671614320661,0.6291654567382333,,,,,,,,,,,0.0,8.217102941125632e-05,8.217102941125632e-05,,,,,1.0868225598877084,4.805942579647584
38,GH_P1_c300,1000,50,0.962,0.0058134256998216,0.0411071273426804,0.0054343591108552,0.0054343591108552,0.0395227966250129,0.0414174122372211,0.162356255969907,0.0391669918089679,0.6607138647772135,0.6661482238880687,4216.965034285823,1.0,11201.18965530405,279.4330834748049,279.4330834748049,300.0,0.0,0.0057413583970826,0.0017104862095191,0.0041571746782355,21.3268364918232,0.0060581103572621,1.072399934948422,0.9964437051203372,0.0138578811568621,5.400000000000001e-05,9.824236674057651,1.0,1.0
38,LO_GH_P1_c300w,1000,50,0.952,0.0068452277432633,0.0484030695602783,0.0045053079821861,0.0045053079821861,0.0724053587985064,0.073134699706051,0.2866880228477201,0.0723012147088447,0.6607138647772135,0.6652191727593996,,,11201.18965530405,279.4330834748049,279.4330834748049,300.0,,0.0057356372588439,,,21.3268364918232,0.0059721506061032,1.072313975197263,0.9964437051203372,0.0138578811568621,5.400000000000001e-05,9.824236674057651,1.765795972166654,1.8319897624016552
38,PPI_global,1000,50,0.873,0.0140850188179512,0.0995961231931345,-0.0308575643831044,0.0308575643831044,0.0480604539051139,0.0388120891401027,0.1521433894292027,0.0368643042364152,0.6607138647772135,0.629856300394109,,,,,,,,,,,0.0,8.142096735537052e-05,8.142096735537052e-05,,,,,0.9370959469366104,1.2160185515489998
39,GH_P1_c300,1000,50,0.957,0.0067021166318513,0.0473911211868524,-0.0022213887729207,0.0022213887729207,0.033751307599956,0.0354848328819567,0.1391005448972705,0.0336949780853848,0.4721923155713748,0.4699709267984538,4869.675251658629,1.0,1135.1318485978263,290.81957522447857,290.81957522447857,300.0,0.0,0.0023633806417234,0.0009887785747247,0.0013617834230489,21.689082541968677,0.0060712376907467,1.0905253647891804,0.999968160283585,0.0041883150989438,4.000000000000001e-05,21.929135924953275,1.0,1.0
39,LO_GH_P1_c300w,1000,50,0.947,0.0073415229471597,0.0519124066017332,-0.002454248636789,0.002454248636789,0.052156346569297,0.0538268887520051,0.2110014039078603,0.0521246403269572,0.4721923155713748,0.4697380669345857,,,1135.1318485978263,290.81957522447857,290.81957522447857,300.0,,0.0023624633835675,,,21.689082541968677,0.0059865393498912,1.0904406664483248,0.999968160283585,0.0041883150989438,4.000000000000001e-05,21.929135924953275,1.5168984712726357,1.5453133605219196
39,PPI_global,1000,50,0.012,0.0033685217493004,0.0238190457150472,0.1581674680204465,0.1581674680204465,0.1622888647861564,0.0388447260683281,0.1522713261878462,0.0363600019708979,0.4721923155713748,0.6303597835918213,,,,,,,,,,,0.0,8.084000833332538e-05,8.084000833332538e-05,,,,,1.0946853321121257,4.808372662467389
40,GH_P1_c300,1000,50,0.963,0.0058571428571428,0.0414162543266406,0.0047539483778606,0.0047539483778606,0.0348116160557004,0.0365915229386978,0.1434387699196954,0.0345027394022038,0.5358894014081726,0.5406433497860332,387.2936141119555,1.0,3238.612372138087,39.1475549605315,39.1475549605315,300.0,0.0,0.1262494969453732,0.0510300524163564,0.0770335973528532,21.613654737900944,0.0060825665267184,1.0867653034217657,0.9733335283857188,0.0585676921227954,4.200000000000001e-05,1.2698539528814536,1.0,1.0
40,LO_GH_P1_c300w,1000,50,0.955,0.0070348984298543,0.0497442438470861,0.0037426886438973,0.0037426886438973,0.0546390968035417,0.0563583374106933,0.2209246826499178,0.0545380379075049,0.5358894014081726,0.53963209005207,,,3238.612372138087,39.1475549605315,39.1475549605315,300.0,,0.1262427689969617,,,21.613654737900944,0.0059991496941074,1.0866818865891543,0.9733335283857188,0.0585676921227954,4.200000000000001e-05,1.2698539528814536,1.5402020163279642,1.5695650760974809
40,PPI_global,1000,50,0.278,0.0194390727921989,0.1374550019134277,0.0955725573790083,0.0955725573790083,0.1022039246091464,0.0389312402182496,0.1526104616555387,0.0362331522624117,0.5358894014081726,0.6314619587871809,,,,,,,,,,,0.0,8.242808096110821e-05,8.242808096110821e-05,,,,,1.0639415113569233,2.935914392644535
41,GH_P1_c300,1000,50,0.961,0.0064349175026029,0.0455017380246656,4.702066908426339e-06,4.702066908426339e-06,0.034069982593232,0.035412935098915,0.1388187055877469,0.034087030046795,0.4658793556773484,0.4658840577442569,4869.675251658629,1.0,1083.2452699967394,287.41281728065843,287.41281728065843,300.0,0.0,0.0023797478860159,0.0010002723238553,0.0013456313616479,21.76443476483226,0.0060766382738947,1.094298376515508,0.9999703409449866,0.0041630728544269,3.800000000000001e-05,22.175869539199645,1.0,1.0
